PAD01,LocationCode,W502G,2021-11-01,08:53:48,1
PAD01,ClassCode,21A089T01,2021-11-01,08:53:49,0
PAD01,ClassCode,21A089T01,2021-11-01,08:53:50,0
PAD01,StudentCode,21149274A,2021-11-01,08:53:53,3
PAD01,StudentCode,21149274A,2021-11-01,08:53:53,4
PAD01,StaffCode,109030,2021-11-01,08:53:53,5
PAD01,StudentCode,21002670A,2021-11-01,08:53:55,6
PAD01,StudentCode,21170131A,2021-11-01,08:53:56,7
PAD01,StudentCode,21132716A,2021-11-01,08:54:00,8
PAD01,StudentCode,21142410A,2021-11-01,08:54:02,9
PAD01,StudentCode,21140777A,2021-11-01,08:54:04,10
PAD01,StudentCode,21123467A,2021-11-01,08:54:11,11
PAD01,StudentCode,21081299A,2021-11-01,08:54:14,12
PAD01,StudentCode,21070955A,2021-11-01,08:54:25,13
PAD01,StudentCode,21131873A,2021-11-01,08:54:30,14
PAD01,StudentCode,21021101A,2021-11-01,08:54:32,15
PAD01,StudentCode,21067059A,2021-11-01,08:54:37,16
PAD01,StudentCode,21016569A,2021-11-01,08:54:51,17
PAD01,StudentCode,21170247A,2021-11-01,08:55:00,18
PAD01,StudentCode,21023966A,2021-11-01,08:55:09,19
PAD01,StudentCode,21115340A,2021-11-01,08:55:12,20
PAD01,StaffCode,109030,2021-11-01,09:37:55,21
PAD01,StaffCode,109030,2021-11-01,09:38:10,22
