PAD01,LocationCode,W402,2021-10-26,13:20:42,1
PAD01,ClassCode,21A089T01,2021-10-26,13:20:44,0
PAD01,ClassCode,21A089T01,2021-10-26,13:20:45,0
PAD01,StudentCode,21108741A,2021-10-26,13:20:55,3
PAD01,StudentCode,21108741A,2021-10-26,13:20:55,4
PAD01,StaffCode,109030,2021-10-26,13:20:55,5
PAD01,StudentCode,21074689A,2021-10-26,13:20:56,6
PAD01,StudentCode,21072611A,2021-10-26,13:20:57,7
PAD01,StudentCode,21064790A,2021-10-26,13:21:02,8
PAD01,StudentCode,21175396A,2021-10-26,13:21:03,9
PAD01,StudentCode,21015801A,2021-10-26,13:21:05,10
PAD01,StudentCode,21044439A,2021-10-26,13:21:18,11
PAD01,StudentCode,21002670A,2021-10-26,13:21:26,12
PAD01,StudentCode,21081299A,2021-10-26,13:21:27,13
PAD01,StudentCode,21170131A,2021-10-26,13:21:32,14
PAD01,StudentCode,21132716A,2021-10-26,13:21:47,15
PAD01,StudentCode,21131873A,2021-10-26,13:21:52,16
PAD01,StudentCode,21170247A,2021-10-26,13:21:59,17
PAD01,StudentCode,21067059A,2021-10-26,13:22:03,18
PAD01,StudentCode,21123467A,2021-10-26,13:22:12,19
PAD01,StudentCode,21115340A,2021-10-26,13:22:30,20
PAD01,StudentCode,21016569A,2021-10-26,13:22:34,21
PAD01,StudentCode,21023966A,2021-10-26,13:22:35,22
PAD01,StudentCode,21149274A,2021-10-26,13:23:10,23
PAD01,StudentCode,21142410A,2021-10-26,13:23:11,24
PAD01,StudentCode,21070955A,2021-10-26,13:23:20,25
PAD01,StudentCode,21140777A,2021-10-26,13:23:23,26
PAD01,StudentCode,21013229A,2021-10-26,13:23:32,27
PAD01,StudentCode,21066782A,2021-10-26,13:23:40,28
PAD01,StudentCode,21014539A,2021-10-26,13:24:02,29
PAD01,StudentCode,21154548A,2021-10-26,13:24:08,30
PAD01,StaffCode,K34164,2021-10-27,08:32:25,31
