PAD01,LocationCode,W402,2021-11-16,13:25:52,1
PAD01,ClassCode,21A089T01,2021-11-16,13:25:55,0
PAD01,ClassCode,21A089T01,2021-11-16,13:25:56,0
PAD01,StudentCode,21014539A,2021-11-16,13:26:10,3
PAD01,StudentCode,21014539A,2021-11-16,13:26:10,4
PAD01,StaffCode,109030,2021-11-16,13:26:10,5
PAD01,StudentCode,21112601A,2021-11-16,13:26:12,6
PAD01,StudentCode,21002670A,2021-11-16,13:26:15,7
PAD01,StudentCode,21074689A,2021-11-16,13:26:17,8
PAD01,StudentCode,21066782A,2021-11-16,13:26:20,9
PAD01,StudentCode,21149274A,2021-11-16,13:26:22,10
PAD01,StudentCode,21123351A,2021-11-16,13:26:24,11
PAD01,StudentCode,21142410A,2021-11-16,13:26:26,12
PAD01,StudentCode,21140777A,2021-11-16,13:26:27,13
PAD01,StudentCode,21170131A,2021-11-16,13:26:28,14
PAD01,StudentCode,21154548A,2021-11-16,13:26:32,15
PAD01,StudentCode,21081299A,2021-11-16,13:26:35,16
PAD01,StudentCode,21072611A,2021-11-16,13:26:40,17
PAD01,StudentCode,21044439A,2021-11-16,13:26:54,18
PAD01,StudentCode,21015801A,2021-11-16,13:26:59,19
PAD01,StudentCode,21064790A,2021-11-16,13:27:02,20
PAD01,StudentCode,21131873A,2021-11-16,13:27:03,21
PAD01,StudentCode,21016569A,2021-11-16,13:27:17,22
PAD01,StudentCode,21021101A,2021-11-16,13:28:07,23
PAD01,StudentCode,21070955A,2021-11-16,13:28:10,24
PAD01,StudentCode,21115340A,2021-11-16,13:30:37,25
PAD01,StudentCode,21123467A,2021-11-16,13:33:43,26
PAD01,StudentCode,21154548A,2021-11-16,13:34:41,27
PAD01,StudentCode,21013229A,2021-11-16,13:34:53,28
PAD01,StudentCode,21175396A,2021-11-16,13:34:56,29
PAD01,StaffCode,109030,2021-11-16,14:33:05,30
