PAD01,LocationCode,W502G,2021-11-15,08:30:13,1
PAD01,ClassCode,21A089T01,2021-11-15,08:30:15,0
PAD01,ClassCode,21A089T01,2021-11-15,08:30:16,0
PAD01,StudentCode,21021101A,2021-11-15,08:30:26,3
PAD01,StudentCode,21021101A,2021-11-15,08:30:26,4
PAD01,StaffCode,109030,2021-11-15,08:30:26,5
PAD01,StudentCode,21140777A,2021-11-15,08:30:35,6
PAD01,StudentCode,21070955A,2021-11-15,08:30:56,7
PAD01,StudentCode,21131873A,2021-11-15,08:31:06,8
PAD01,StudentCode,21123467A,2021-11-15,08:32:16,9
PAD01,StudentCode,21016569A,2021-11-15,08:33:11,10
PAD01,StudentCode,21067059A,2021-11-15,08:33:18,11
PAD01,StudentCode,21002670A,2021-11-15,08:33:37,12
PAD01,StudentCode,21170131A,2021-11-15,08:33:39,13
PAD01,StudentCode,21149274A,2021-11-15,08:34:00,14
PAD01,StudentCode,21023966A,2021-11-15,08:34:11,15
PAD01,StudentCode,21170247A,2021-11-15,08:34:30,16
PAD01,StudentCode,21115340A,2021-11-15,08:46:36,17
PAD01,StudentCode,21081299A,2021-11-15,09:24:20,18
PAD01,StaffCode,109030,2021-11-15,09:27:38,19
