PAD01,LocationCode,W502G,2021-09-29,08:33:48,1
PAD01,ClassCode,21A089T03,2021-09-29,08:33:50,0
PAD01,ClassCode,21A089T03,2021-09-29,08:33:51,0
PAD01,StudentCode,21014539A,2021-09-29,08:34:06,3
PAD01,StudentCode,21014539A,2021-09-29,08:34:06,4
PAD01,StaffCode,109030,2021-09-29,08:34:06,5
PAD01,StudentCode,21154548A,2021-09-29,08:34:09,6
PAD01,StudentCode,21015801A,2021-09-29,08:34:11,7
PAD01,StudentCode,21108741A,2021-09-29,08:34:13,8
PAD01,StudentCode,21064790A,2021-09-29,08:34:32,9
PAD01,StudentCode,21013229A,2021-09-29,08:34:50,10
PAD01,StudentCode,21044439A,2021-09-29,08:34:55,11
PAD01,StudentCode,21074689A,2021-09-29,08:35:14,12
PAD01,StudentCode,21123351A,2021-09-29,08:35:31,13
PAD01,StudentCode,21072611A,2021-09-29,08:35:47,14
PAD01,StudentCode,21066782A,2021-09-29,08:35:55,15
PAD01,StudentCode,21165796A,2021-09-29,08:38:31,16
PAD01,StudentCode,21032219A,2021-09-29,08:43:19,17
PAD01,StudentCode,21175396A,2021-09-29,08:44:50,18
PAD01,StudentCode,21112601A,2021-09-29,09:07:08,19
PAD01,StudentCode,21174690A,2021-09-29,09:26:28,20
PAD01,StaffCode,109030,2021-09-29,09:26:44,21
PAD01,StaffCode,109030,2021-09-29,09:27:18,22
