PAD01,LocationCode,W502G,2021-09-06,09:12:20,1
PAD01,ClassCode,21A089T03,2021-09-06,09:12:27,0
PAD01,ClassCode,21A089T03,2021-09-06,09:12:28,0
PAD01,StudentCode,D09586,2021-09-06,09:12:49,3
PAD01,StudentCode,D09586,2021-09-06,09:12:49,4
PAD01,StaffCode,109030,2021-09-06,09:12:49,5
PAD01,StudentCode,21064790A,2021-09-06,09:13:03,6
PAD01,StudentCode,21108741A,2021-09-06,09:13:09,7
PAD01,StudentCode,21175396A,2021-09-06,09:13:11,8
PAD01,StudentCode,21123351A,2021-09-06,09:13:16,9
PAD01,StudentCode,21015801A,2021-09-06,09:13:21,10
PAD01,StudentCode,21074689A,2021-09-06,09:13:27,11
PAD01,StudentCode,21066782A,2021-09-06,09:13:28,12
PAD01,StudentCode,21174690A,2021-09-06,09:13:30,13
PAD01,StudentCode,21154548A,2021-09-06,09:13:34,14
PAD01,StudentCode,21032219A,2021-09-06,09:13:36,15
PAD01,StudentCode,21013229A,2021-09-06,09:13:59,16
PAD01,StudentCode,21165796A,2021-09-06,09:14:05,17
PAD01,StudentCode,21112601A,2021-09-06,09:14:28,18
PAD01,StudentCode,21072611A,2021-09-06,09:14:39,19
PAD01,StaffCode,109030,2021-09-06,12:10:40,20
