PAD01,LocationCode,W402,2021-11-02,13:19:22,1
PAD01,ClassCode,21A089T01,2021-11-02,13:19:24,0
PAD01,ClassCode,21A089T01,2021-11-02,13:19:25,0
PAD01,StudentCode,21140777A,2021-11-02,13:19:42,3
PAD01,StudentCode,21140777A,2021-11-02,13:19:42,4
PAD01,StaffCode,109030,2021-11-02,13:19:42,5
PAD01,StudentCode,21074689A,2021-11-02,13:20:31,6
PAD01,StudentCode,21072611A,2021-11-02,13:20:33,7
PAD01,StudentCode,21123351A,2021-11-02,13:20:41,8
PAD01,StudentCode,21175396A,2021-11-02,13:20:43,9
PAD01,StudentCode,21013229A,2021-11-02,13:21:02,10
PAD01,StudentCode,21066782A,2021-11-02,13:21:25,11
PAD01,StudentCode,21131873A,2021-11-02,13:25:48,12
PAD01,StudentCode,21070955A,2021-11-02,13:25:51,13
PAD01,StudentCode,21123467A,2021-11-02,13:26:08,14
PAD01,StudentCode,21154548A,2021-11-02,13:26:30,15
PAD01,StudentCode,21108741A,2021-11-02,13:26:33,16
PAD01,StudentCode,21014539A,2021-11-02,13:26:36,17
PAD01,StudentCode,21170131A,2021-11-02,13:26:47,18
PAD01,StudentCode,21081299A,2021-11-02,13:26:52,19
PAD01,StudentCode,21149274A,2021-11-02,13:27:03,20
PAD01,StudentCode,21002670A,2021-11-02,13:27:11,21
PAD01,StudentCode,21064790A,2021-11-02,13:27:28,22
PAD01,StudentCode,21015801A,2021-11-02,13:27:36,23
PAD01,StudentCode,21044439A,2021-11-02,13:27:38,24
PAD01,StudentCode,21032219A,2021-11-02,13:28:08,25
PAD01,StudentCode,21112601A,2021-11-02,13:28:16,26
PAD01,StudentCode,21170247A,2021-11-02,13:36:06,27
PAD01,StudentCode,21115340A,2021-11-02,13:36:16,28
PAD01,StudentCode,21016569A,2021-11-02,13:36:22,29
PAD01,StudentCode,21023966A,2021-11-02,13:36:27,30
PAD01,StudentCode,21170247A,2021-11-02,13:36:36,31
PAD01,StudentCode,21170247A,2021-11-02,13:36:38,32
PAD01,StudentCode,21170247A,2021-11-02,13:36:40,33
PAD01,StudentCode,21142410A,2021-11-02,13:36:48,34
PAD01,StudentCode,21021101A,2021-11-02,13:39:02,35
PAD01,StudentCode,21067059A,2021-11-02,13:42:15,36
PAD01,StaffCode,109030,2021-11-02,14:36:06,37
