PAD01,LocationCode,W502G,2021-10-11,08:30:18,1
PAD01,ClassCode,21A089T03,2021-10-11,08:30:20,0
PAD01,ClassCode,21A089T03,2021-10-11,08:30:21,0
PAD01,StudentCode,21013229A,2021-10-11,08:30:37,3
PAD01,StudentCode,21013229A,2021-10-11,08:30:37,4
PAD01,StaffCode,K34164,2021-10-11,08:30:37,5
PAD01,StudentCode,21072611A,2021-10-11,08:30:44,6
PAD01,StudentCode,21064790A,2021-10-11,08:31:07,7
PAD01,StudentCode,21165796A,2021-10-11,08:31:11,8
PAD01,StudentCode,21044439A,2021-10-11,08:31:51,9
PAD01,StudentCode,21154548A,2021-10-11,08:32:15,10
PAD01,StudentCode,21108741A,2021-10-11,08:32:18,11
PAD01,StudentCode,21123351A,2021-10-11,08:32:48,12
PAD01,StudentCode,21066782A,2021-10-11,08:32:52,13
PAD01,StudentCode,21015801A,2021-10-11,08:32:57,14
PAD01,StudentCode,21112601A,2021-10-11,08:33:42,15
PAD01,StudentCode,21175396A,2021-10-11,08:41:37,16
PAD01,StudentCode,21032219A,2021-10-11,08:44:21,17
PAD01,StudentCode,21014539A,2021-10-11,08:51:08,18
PAD01,StudentCode,21074689A,2021-10-11,08:51:40,19
PAD01,StaffCode,K34164,2021-10-11,09:48:11,20
