PAD01,LocationCode,W402,2021-09-07,13:28:49,1
PAD01,ClassCode,21A089T01,2021-09-07,13:28:50,0
PAD01,ClassCode,21A089T01,2021-09-07,13:28:51,0
PAD01,StudentCode,21023966A,2021-09-07,13:29:09,3
PAD01,StudentCode,21023966A,2021-09-07,13:29:09,4
PAD01,StaffCode,109030,2021-09-07,13:29:09,5
PAD01,StudentCode,21067059A,2021-09-07,13:29:10,6
PAD01,StudentCode,21115340A,2021-09-07,13:29:11,7
PAD01,StudentCode,21016569A,2021-09-07,13:29:12,8
PAD01,StudentCode,21123351A,2021-09-07,13:29:14,9
PAD01,StudentCode,21074689A,2021-09-07,13:29:15,10
PAD01,StudentCode,21123467A,2021-09-07,13:29:17,11
PAD01,StudentCode,21131873A,2021-09-07,13:29:22,12
PAD01,StudentCode,21021101A,2021-09-07,13:29:24,13
PAD01,StudentCode,21170131A,2021-09-07,13:29:27,14
PAD01,StudentCode,21002670A,2021-09-07,13:29:33,15
PAD01,StudentCode,21132716A,2021-09-07,13:29:58,16
PAD01,StudentCode,21108741A,2021-09-07,13:30:06,17
PAD01,StudentCode,21165796A,2021-09-07,13:30:29,18
PAD01,StudentCode,21154548A,2021-09-07,13:30:37,19
PAD01,StudentCode,21015801A,2021-09-07,13:30:44,20
PAD01,StudentCode,21081299A,2021-09-07,13:30:52,21
PAD01,StudentCode,21066782A,2021-09-07,13:31:01,22
PAD01,StudentCode,21149274A,2021-09-07,13:31:13,23
PAD01,StudentCode,21072611A,2021-09-07,13:31:18,24
PAD01,StudentCode,21013229A,2021-09-07,13:31:34,25
PAD01,StudentCode,21175396A,2021-09-07,13:31:38,26
PAD01,StudentCode,21140777A,2021-09-07,13:31:45,27
PAD01,StudentCode,21170247A,2021-09-07,13:31:53,28
PAD01,StudentCode,21044439A,2021-09-07,13:32:07,29
PAD01,StudentCode,21014539A,2021-09-07,13:32:21,30
PAD01,StudentCode,21070955A,2021-09-07,13:32:24,31
PAD01,StudentCode,21032219A,2021-09-07,13:33:04,32
PAD01,StudentCode,21112601A,2021-09-07,13:33:41,33
PAD01,StudentCode,21174690A,2021-09-07,13:34:06,34
PAD01,StaffCode,109030,2021-09-07,14:36:46,35
