PAD01,LocationCode,W402,2021-11-09,13:27:10,1
PAD01,ClassCode,21A089T01,2021-11-09,13:27:12,0
PAD01,ClassCode,21A089T01,2021-11-09,13:27:13,0
PAD01,StudentCode,21014539A,2021-11-09,13:27:21,3
PAD01,StudentCode,21014539A,2021-11-09,13:27:21,4
PAD01,StaffCode,109030,2021-11-09,13:27:21,5
PAD01,StudentCode,21154548A,2021-11-09,13:27:23,6
PAD01,StudentCode,21108741A,2021-11-09,13:27:42,7
PAD01,StudentCode,21074689A,2021-11-09,13:27:47,8
PAD01,StudentCode,21064790A,2021-11-09,13:27:58,9
PAD01,StudentCode,21175396A,2021-11-09,13:28:05,10
PAD01,StudentCode,21072611A,2021-11-09,13:28:06,11
PAD01,StudentCode,21112601A,2021-11-09,13:28:26,12
PAD01,StudentCode,21170247A,2021-11-09,13:28:28,13
PAD01,StudentCode,21023966A,2021-11-09,13:28:37,14
PAD01,StudentCode,21016569A,2021-11-09,13:28:43,15
PAD01,StudentCode,21067059A,2021-11-09,13:28:53,16
PAD01,StudentCode,21115340A,2021-11-09,13:28:56,17
PAD01,StudentCode,21149274A,2021-11-09,13:29:05,18
PAD01,StudentCode,21170131A,2021-11-09,13:29:10,19
PAD01,StudentCode,21115340A,2021-11-09,13:29:16,20
PAD01,StudentCode,21066782A,2021-11-09,13:29:20,21
PAD01,StudentCode,21015801A,2021-11-09,13:29:24,22
PAD01,StudentCode,21044439A,2021-11-09,13:29:34,23
PAD01,StudentCode,21140777A,2021-11-09,13:29:41,24
PAD01,StudentCode,21002670A,2021-11-09,13:29:46,25
PAD01,StudentCode,21013229A,2021-11-09,13:29:51,26
PAD01,StudentCode,21081299A,2021-11-09,13:30:01,27
PAD01,StudentCode,21142410A,2021-11-09,13:30:10,28
PAD01,StudentCode,21123351A,2021-11-09,13:30:27,29
PAD01,StudentCode,21131873A,2021-11-09,13:31:21,30
PAD01,StudentCode,21021101A,2021-11-09,13:31:24,31
PAD01,StudentCode,21123467A,2021-11-09,13:31:26,32
PAD01,StudentCode,21070955A,2021-11-09,13:31:46,33
PAD01,StaffCode,109030,2021-11-09,14:38:21,34
